# iteration,num_successes,avg_reward,avg_steps,avg_time,policy_reward,avg_dist_to_parking
1.000000000000000000e+02,0.000000000000000000e+00,-8.851435540020212329e+02,3.029999999999999716e+01,3.153154134750366794e-02,-1.429921525641044013e+02,1.154415626238135673e+01
2.000000000000000000e+02,3.000000000000000000e+00,-7.702383891662519773e+02,3.140999999999998948e+01,3.271575927734374223e-02,-1.429921525641044013e+02,1.149043155407316696e+01
3.000000000000000000e+02,1.000000000000000000e+00,-8.626326737186204809e+02,3.159999999999998010e+01,3.281526088714600137e-02,-1.429921525641044013e+02,1.192059567394943009e+01
4.000000000000000000e+02,5.000000000000000000e+00,-7.221387717100807322e+02,3.279999999999999716e+01,3.420558452606201755e-02,-1.429921525641044013e+02,1.160966282902056612e+01
5.000000000000000000e+02,4.000000000000000000e+00,-7.478162981871231523e+02,3.241999999999999460e+01,3.370152473449706393e-02,-1.429921525641044013e+02,1.150596586499178109e+01
6.000000000000000000e+02,2.000000000000000000e+00,-8.128710495610844191e+02,2.997999999999999687e+01,3.160803556442261242e-02,-9.569544995766235616e+02,1.176140742459057087e+01
7.000000000000000000e+02,1.000000000000000000e+00,-8.687379033557330104e+02,3.229000000000000625e+01,3.386989593505859708e-02,-1.429921525641044013e+02,1.123942470453556020e+01
8.000000000000000000e+02,2.000000000000000000e+00,-8.282010146291725050e+02,3.093999999999999062e+01,3.244990825653076144e-02,-1.429921525641044013e+02,1.152666248059668952e+01
9.000000000000000000e+02,3.000000000000000000e+00,-8.560958831673256100e+02,3.158999999999997144e+01,3.302148580551148710e-02,-1.429921525641044013e+02,1.130246640465328944e+01
1.000000000000000000e+03,2.000000000000000000e+00,-7.445036494347621101e+02,3.233999999999996788e+01,3.376232385635375560e-02,-1.429921525641044013e+02,1.059395972041574829e+01
1.100000000000000000e+03,0.000000000000000000e+00,-8.466561115519093619e+02,3.175000000000000000e+01,3.304426193237306603e-02,-1.014631946417135623e+03,1.174942512775084680e+01
1.200000000000000000e+03,0.000000000000000000e+00,-8.634962868619597884e+02,2.930999999999999517e+01,3.045567512512208780e-02,-1.429921525641044013e+02,1.083437491835810285e+01
1.300000000000000000e+03,5.000000000000000000e+00,-8.587865393562955205e+02,2.872999999999999687e+01,3.004590034484862920e-02,-1.194913997967140489e+02,1.048245730736716119e+01
1.400000000000000000e+03,5.000000000000000000e+00,-8.858807705278401272e+02,2.782999999999998764e+01,2.905611515045166543e-02,-1.429921525641044013e+02,1.040110221780046551e+01
1.500000000000000000e+03,1.000000000000000000e+00,-8.658759129869108619e+02,3.135999999999999233e+01,3.253611564636230136e-02,-1.429921525641044013e+02,1.136069488507489567e+01
1.600000000000000000e+03,1.000000000000000000e+00,-8.931324151642052129e+02,2.947999999999998266e+01,3.061378955841065341e-02,-1.046291192415525018e+02,1.134936989633013837e+01
1.700000000000000000e+03,2.000000000000000000e+00,-8.960534416161249283e+02,2.738999999999998991e+01,2.859597921371459864e-02,-1.046291192415525018e+02,1.147007048693445341e+01
1.800000000000000000e+03,2.000000000000000000e+00,-8.864915270269136727e+02,2.845999999999999730e+01,3.007826805114746996e-02,-1.429921525641044013e+02,1.161310791541011866e+01
1.900000000000000000e+03,1.000000000000000000e+00,-8.558364717492479485e+02,2.917999999999999616e+01,3.066505432128906888e-02,-1.429921525641044013e+02,1.178191936708240029e+01
2.000000000000000000e+03,1.000000000000000000e+00,-8.959778704753521197e+02,2.995999999999999019e+01,3.138371229171754012e-02,-1.429921525641044013e+02,1.284024102574857196e+01
2.100000000000000000e+03,1.000000000000000000e+00,-8.380207030364844059e+02,2.946000000000000085e+01,3.087554693222045732e-02,-1.167493960255766524e+03,1.199063523455956570e+01
2.200000000000000000e+03,1.000000000000000000e+00,-9.062607144932375149e+02,2.750000000000000355e+01,2.864699125289916007e-02,-1.188507162126749250e+02,1.193607286508151688e+01
2.300000000000000000e+03,2.000000000000000000e+00,-8.238095725154496449e+02,3.125999999999999801e+01,3.254618167877196960e-02,-1.429921525641044013e+02,1.074206976473497832e+01
2.400000000000000000e+03,0.000000000000000000e+00,-8.460420194742342801e+02,2.980000000000000426e+01,3.114799022674559839e-02,-1.429921525641044013e+02,1.089075297674681053e+01
2.500000000000000000e+03,0.000000000000000000e+00,-8.278178508111204792e+02,3.338999999999998636e+01,3.482478857040403886e-02,-1.040093823788706004e+03,1.181896912544264389e+01
2.600000000000000000e+03,2.000000000000000000e+00,-8.547925219894264046e+02,2.969999999999999218e+01,3.098054409027100123e-02,-1.429921525641044013e+02,1.171251304333112664e+01
2.700000000000000000e+03,3.000000000000000000e+00,-7.735776139886435203e+02,3.176999999999999247e+01,3.318002462387086710e-02,-1.429921525641044013e+02,9.986981058774212272e+00
2.800000000000000000e+03,0.000000000000000000e+00,-9.438472138898799813e+02,2.784000000000000341e+01,2.899286508560179609e-02,-1.429921525641044013e+02,1.164248248302314259e+01
2.900000000000000000e+03,2.000000000000000000e+00,-8.767707760775163024e+02,3.084999999999998366e+01,3.213217258453367892e-02,-1.076966615860849515e+03,1.143513237533546167e+01
3.000000000000000000e+03,1.000000000000000000e+00,-8.897243287881979086e+02,3.021999999999997399e+01,3.148893117904662947e-02,-1.076966615860849515e+03,1.222481653963898296e+01
3.100000000000000000e+03,1.000000000000000000e+00,-9.443185158258113461e+02,2.691999999999999105e+01,2.794138669967651326e-02,-1.429921525641044013e+02,1.166091993537668792e+01
3.200000000000000000e+03,3.000000000000000000e+00,-8.173750277045502344e+02,3.197000000000000597e+01,3.331692934036255271e-02,-1.429921525641044013e+02,1.174430847770573649e+01
3.300000000000000000e+03,1.000000000000000000e+00,-8.155967940233581430e+02,3.191999999999999460e+01,3.327901363372803151e-02,-1.429921525641044013e+02,1.057648884053489269e+01
3.400000000000000000e+03,2.000000000000000000e+00,-8.824249203780165089e+02,3.142000000000000526e+01,3.274528264999388566e-02,-1.429921525641044013e+02,1.001336472547733791e+01
3.500000000000000000e+03,0.000000000000000000e+00,-8.755267143380898460e+02,3.145999999999999019e+01,3.273947000503539539e-02,-1.429921525641044013e+02,1.347114272419485381e+01
3.600000000000000000e+03,3.000000000000000000e+00,-7.122832735867090150e+02,3.471999999999997755e+01,3.640896081924439170e-02,-1.429921525641044013e+02,1.063756675789194084e+01
3.700000000000000000e+03,1.000000000000000000e+00,-7.326541505131447138e+02,3.572999999999998977e+01,3.726569175720213789e-02,-1.429921525641044013e+02,1.057753883481137436e+01
3.800000000000000000e+03,1.000000000000000000e+00,-6.958422934508287199e+02,3.565999999999998948e+01,3.705290555953981435e-02,-1.429921525641044013e+02,1.084169342962403171e+01
3.900000000000000000e+03,1.000000000000000000e+00,-7.542250173581203398e+02,3.411999999999998323e+01,3.584992647171019592e-02,-1.429921525641044013e+02,1.110812691679398689e+01
4.000000000000000000e+03,1.000000000000000000e+00,-7.784395239862923290e+02,3.109999999999998010e+01,3.250553369522093949e-02,-1.429921525641044013e+02,1.027769839150864684e+01
4.100000000000000000e+03,2.000000000000000000e+00,-7.876205109582333534e+02,3.308999999999998920e+01,3.460674524307250782e-02,-1.429921525641044013e+02,9.895817274241117900e+00
4.200000000000000000e+03,3.000000000000000000e+00,-6.791336590582724284e+02,3.236999999999999034e+01,3.374813079833985374e-02,-1.429921525641044013e+02,1.108100794858576066e+01
4.300000000000000000e+03,5.000000000000000000e+00,-7.526599701930801984e+02,2.904999999999999716e+01,3.044298171997070201e-02,-1.152670379772366687e+03,1.151464469340853292e+01
